axis_family,arm,source_count,query_count,matched_query_count,evidence_recall,feasible,penalized_upper_risk,known_risk,coverage,lower_bound,upper_bound,any_known_violation,known_violation_count
full_scope_policy_lifecycle,global_dense,2,3767,609,0.4315697757162279,0.23740430929405193,0.7980664441257406,0.18926724655429622,0.9918242551362286,0.1873085133630229,0.19548425822679427,0.5284916201117319,2.080420943224633
full_scope_policy_lifecycle,namespace_dense,2,3767,844,0.5328784300057341,0.31131395982110227,0.7127047093519459,0.11983490673769186,0.9920341956362727,0.11811277621453779,0.12607858057826515,0.3964401294498382,1.3932038834951457
scope_lifecycle_no_policy,global_dense,2,3767,609,0.4315697757162279,0.23740430929405193,0.7868183171784588,0.10308316018283134,0.9918242551362286,0.10245055099795058,0.11062629586172203,0.3563985968559179,1.080420943224633
scope_lifecycle_no_policy,namespace_dense,2,3767,844,0.5328784300057341,0.31131395982110227,0.6934982422209819,0.01757139207825282,0.9920341956362727,0.017294362989867817,0.025260167353595167,0.1343042071197411,0.18122977346278318
