axis_family,arm,source_count,common_feasible_query_count,evidence_recall,known_risk,coverage,lower_bound,upper_bound,any_known_violation,known_violation_count,matched_prefix_count
full_scope_policy_lifecycle,global_dense,2,609,0.9958135204192111,0.18926724655429622,0.9918242551362286,0.1873085133630229,0.19548425822679427,0.5284916201117319,2.080420943224633,7.838872287904378
full_scope_policy_lifecycle,namespace_dense,2,609,0.9962786366982809,0.1121763063757629,0.9913055346106683,0.1104502636106784,0.11914472900001027,0.37209302325581395,1.1651162790697673,6.923567623749513
scope_lifecycle_no_policy,global_dense,2,609,0.9958135204192111,0.10308316018283134,0.9918242551362286,0.10245055099795058,0.11062629586172203,0.3563985968559179,1.080420943224633,7.838872287904378
scope_lifecycle_no_policy,namespace_dense,2,609,0.9962786366982809,0.01907763937688698,0.9913055346106683,0.018803854983745535,0.02749832037307737,0.12790697674418605,0.16511627906976745,6.923567623749513
