arm,seed_count,target_recall,infeasibility_cost,query_count,mean_evidence_recall,std_evidence_recall,mean_feasible_rate,std_feasible_rate,mean_penalized_admissibility_upper_risk,std_penalized_admissibility_upper_risk,mean_penalized_residual_upper_risk,std_penalized_residual_upper_risk,mean_conditional_admissibility_upper_risk,std_conditional_admissibility_upper_risk,mean_conditional_residual_upper_risk,std_conditional_residual_upper_risk,mean_returned_wrong_scope_rate,std_returned_wrong_scope_rate,mean_matched_prefix_wrong_scope_rate,std_matched_prefix_wrong_scope_rate,mean_mean_route_width,std_mean_route_width,mean_mean_candidates_scored,std_mean_candidates_scored
global_post_filter_20,1,0.8,1.0,3767,0.4315697757162279,0.0,0.23740430929405193,0.0,0.778388611011128,0.0,0.778388611011128,0.0,0.11914472900001027,0.0,0.11914472900001027,0.0,0.0,0.0,0.0,0.0,13.668369668492266,0.0,90121.7017208413,0.0
global_post_filter_100,1,0.8,0.0,3767,0.5158949639092123,0.0,0.2987960712290141,0.0,0.022341868658717515,0.0,0.022341868658717515,0.0,0.1262665887262711,0.0,0.1262665887262711,0.0,0.0,0.0,0.0,0.0,18.712706853423175,0.0,90121.7017208413,0.0
global_post_filter_100,1,0.8,0.25,3767,0.5158949639092123,0.0,0.2987960712290141,0.0,0.1976428508514639,0.0,0.1976428508514639,0.0,0.1262665887262711,0.0,0.1262665887262711,0.0,0.0,0.0,0.0,0.0,18.712706853423175,0.0,90121.7017208413,0.0
global_post_filter_100,1,0.8,0.5,3767,0.5158949639092123,0.0,0.2987960712290141,0.0,0.37294383304421064,0.0,0.37294383304421064,0.0,0.1262665887262711,0.0,0.1262665887262711,0.0,0.0,0.0,0.0,0.0,18.712706853423175,0.0,90121.7017208413,0.0
global_post_filter_100,1,0.8,0.75,3767,0.5158949639092123,0.0,0.2987960712290141,0.0,0.5482448152369573,0.0,0.5482448152369573,0.0,0.1262665887262711,0.0,0.1262665887262711,0.0,0.0,0.0,0.0,0.0,18.712706853423175,0.0,90121.7017208413,0.0
global_post_filter_100,1,0.8,1.0,3767,0.5158949639092123,0.0,0.2987960712290141,0.0,0.7235457974297035,0.0,0.7235457974297035,0.0,0.1262665887262711,0.0,0.1262665887262711,0.0,0.0,0.0,0.0,0.0,18.712706853423175,0.0,90121.7017208413,0.0
global_post_filter_500,1,0.8,0.0,3767,0.5312622594931394,0.0,0.31069743700975827,0.0,0.023969996319520886,0.0,0.023969996319520886,0.0,0.1266427818575338,0.0,0.1266427818575338,0.0,0.0,0.0,0.0,0.0,19.823455804862867,0.0,90121.7017208413,0.0
global_post_filter_500,1,0.8,0.25,3767,0.5312622594931394,0.0,0.31069743700975827,0.0,0.19629563706708125,0.0,0.19629563706708125,0.0,0.1266427818575338,0.0,0.1266427818575338,0.0,0.0,0.0,0.0,0.0,19.823455804862867,0.0,90121.7017208413,0.0
global_post_filter_500,1,0.8,0.5,3767,0.5312622594931394,0.0,0.31069743700975827,0.0,0.3686212778146419,0.0,0.3686212778146419,0.0,0.1266427818575338,0.0,0.1266427818575338,0.0,0.0,0.0,0.0,0.0,19.823455804862867,0.0,90121.7017208413,0.0
global_post_filter_500,1,0.8,0.75,3767,0.5312622594931394,0.0,0.31069743700975827,0.0,0.5409469185622025,0.0,0.5409469185622025,0.0,0.1266427818575338,0.0,0.1266427818575338,0.0,0.0,0.0,0.0,0.0,19.823455804862867,0.0,90121.7017208413,0.0
global_post_filter_500,1,0.8,1.0,3767,0.5312622594931394,0.0,0.31069743700975827,0.0,0.7132725593097626,0.0,0.7132725593097626,0.0,0.1266427818575338,0.0,0.1266427818575338,0.0,0.0,0.0,0.0,0.0,19.823455804862867,0.0,90121.7017208413,0.0
