channel,rate,seeds,mean_evidence_recall,std_evidence_recall,mean_feasible_rate,std_feasible_rate,mean_penalized_admissibility_upper_risk,std_penalized_admissibility_upper_risk,mean_infeasibility_risk_component,std_infeasibility_risk_component,mean_admissibility_conditional_risk_component,std_admissibility_conditional_risk_component,mean_candidates_scored,std_candidates_scored
namespace_false_deny,0.0,10,0.8656633800606315,0.0,0.7618665905934886,1.1702778228589004e-16,0.3537144372628588,5.851389114294502e-17,0.23813340940651134,0.0,0.11558102785634768,1.4628472785736255e-17,1551.2445509049799,2.396728981215028e-13
namespace_false_deny,0.02,10,0.8497184862285204,0.0028427393944035965,0.7275204937840826,0.005173139629056355,0.3820298047530556,0.0043028074122113905,0.2724795062159174,0.0051731396290563645,0.10955029853713831,0.0014788636664507403,1520.2467753970855,0.3595775271565155
namespace_false_deny,0.05,10,0.8277214645684721,0.003703903246819757,0.6853518659540307,0.006892349425744347,0.4171581140887891,0.005365944163096386,0.3146481340459693,0.006892349425744365,0.10250998004282001,0.0021787724110656687,1473.7229051191437,0.597339627155582
namespace_false_deny,0.1,10,0.7935447914983811,0.005859618138994379,0.6228905017764815,0.010299321153073145,0.4690053961413268,0.007694990933372351,0.3771094982235184,0.010299321153073167,0.09189589791780858,0.0033653315009805817,1396.2706549877048,1.2701796716507379
namespace_false_deny,0.2,10,0.7159687287987836,0.008431431364834392,0.49711631180258065,0.01046562420617663,0.5730724434850246,0.008863200162698445,0.5028836881974194,0.010465624206176638,0.07018875528760564,0.0033812199315078964,1241.2087997137824,2.0937179643114043
namespace_false_deny,0.3,10,0.6415078154450028,0.009299379389433336,0.3916902627118044,0.009963977443543456,0.66108193823292,0.007948359537234896,0.6083097372881954,0.009963977443543468,0.05277220094472455,0.0030421029433417906,1086.2231355784352,1.9616097268785033
namespace_false_deny,0.4,10,0.5579212181979182,0.008566119768616478,0.2893207757578044,0.007401773020353434,0.7454674666400324,0.007581054863014674,0.7106792242421957,0.007401773020353442,0.0347882423978371,0.0017465708188893773,931.5033438994891,2.423927662127521
namespace_false_deny,0.5,10,0.47037816757796935,0.0074447086184186275,0.2050653891402395,0.0055531455141532415,0.8164967877327364,0.005159763047693384,0.7949346108597606,0.0055531455141532415,0.021562176872975933,0.0022449146962793616,775.9654641721265,3.0370959928196566
namespace_missing,0.0,10,0.8656633800606315,0.0,0.7618665905934886,1.1702778228589004e-16,0.3537144372628588,5.851389114294502e-17,0.23813340940651134,0.0,0.11558102785634768,1.4628472785736255e-17,1551.2445509049799,2.396728981215028e-13
namespace_missing,0.02,10,0.8505749974533746,0.0021651907378063776,0.7324624604800627,0.003937592897571947,0.3779624096795018,0.0031500486245124196,0.2675375395199374,0.003937592897571948,0.11042487015956426,0.0010705706525179417,1519.8511339068687,0.7286440107466676
namespace_missing,0.05,10,0.8300979444973418,0.003199005525204288,0.6942318573722218,0.0046293744168025295,0.40921450770978113,0.003952282782189147,0.3057681426277782,0.004629374416802515,0.10344636508200307,0.0017288136445575497,1473.5352491317992,1.179399326489683
namespace_missing,0.1,10,0.7942469304090967,0.005634946052606869,0.6263009456493294,0.008078372252294878,0.4653009162674353,0.007239366462614431,0.3736990543506706,0.008078372252294916,0.09160186191676495,0.0022594845899444995,1396.337684043258,1.1519349786887105
namespace_missing,0.2,10,0.7226933786930135,0.008635531775732544,0.5093938390156383,0.01281200076205533,0.5621842191882592,0.011210167404021148,0.49060616098436177,0.012812000762055338,0.07157805820389812,0.0033743154143210936,1241.6367907335323,1.7341309282334088
namespace_missing,0.3,10,0.647295249834787,0.011569372219695099,0.39708731283286924,0.017549165997781956,0.6554568370918683,0.014712459634856661,0.6029126871671308,0.017549165997781925,0.05254414992473749,0.0036286687377496776,1086.7114090316466,2.2219342430717473
namespace_missing,0.4,10,0.5635807866706826,0.011008417102028597,0.29287326742944175,0.016038363946740918,0.7419759454028317,0.014124559879539105,0.7071267325705582,0.016038363946740915,0.03484921283227335,0.0028089200265461706,931.6079014530135,2.4482466593938086
namespace_missing,0.5,10,0.4781384355998899,0.011888461891171598,0.21028331757644061,0.012858952982987067,0.8113473297533433,0.011477449497216472,0.7897166824235595,0.012858952982987035,0.021630647329783786,0.0018238076324727797,777.0836074482557,3.1175203002848737
