channel,rate,seed,query_count,evidence_recall,feasible_rate,penalized_admissibility_upper_risk,infeasibility_risk_component,admissibility_conditional_risk_component,candidates_scored
policy_false_allow,0.0,0,3767,0.8761525860183946,0.7788209679054492,0.23015999934986395,0.2211790320945508,0.008980967255313268,1517.5583610159542
policy_false_allow,0.0,1,3767,0.8761525860183946,0.7788209679054492,0.23015999934986395,0.2211790320945508,0.008980967255313268,1517.5583610159542
policy_false_allow,0.0,2,3767,0.8761525860183946,0.7788209679054492,0.23015999934986395,0.2211790320945508,0.008980967255313268,1517.5583610159542
policy_false_allow,0.0,3,3767,0.8761525860183946,0.7788209679054492,0.23015999934986395,0.2211790320945508,0.008980967255313268,1517.5583610159542
policy_false_allow,0.0,4,3767,0.8761525860183946,0.7788209679054492,0.23015999934986395,0.2211790320945508,0.008980967255313268,1517.5583610159542
policy_false_allow,0.0,5,3767,0.8761525860183946,0.7788209679054492,0.23015999934986395,0.2211790320945508,0.008980967255313268,1517.5583610159542
policy_false_allow,0.0,6,3767,0.8761525860183946,0.7788209679054492,0.23015999934986395,0.2211790320945508,0.008980967255313268,1517.5583610159542
policy_false_allow,0.0,7,3767,0.8761525860183946,0.7788209679054492,0.23015999934986395,0.2211790320945508,0.008980967255313268,1517.5583610159542
policy_false_allow,0.0,8,3767,0.8761525860183946,0.7788209679054492,0.23015999934986395,0.2211790320945508,0.008980967255313268,1517.5583610159542
policy_false_allow,0.0,9,3767,0.8761525860183946,0.7788209679054492,0.23015999934986395,0.2211790320945508,0.008980967255313268,1517.5583610159542
policy_false_allow,0.02,0,3767,0.8758276271199154,0.7778961836884333,0.2337302303917212,0.22210381631156684,0.011626414080154536,1518.1756544808122
policy_false_allow,0.02,1,3767,0.8759111145839515,0.7782044450941052,0.23346614961510195,0.2217955549058948,0.011670594709207303,1518.1941501651527
policy_false_allow,0.02,2,3767,0.8756399179425329,0.7774337915799252,0.23427269083928975,0.22256620842007485,0.011706482419215075,1518.2078677977051
policy_false_allow,0.02,3,3767,0.8757826723315882,0.7780503143912691,0.2338004090731921,0.22194968560873082,0.011850723464461489,1518.2100256275448
policy_false_allow,0.02,4,3767,0.875769828106352,0.7777420529855972,0.2341579574638991,0.22225794701440282,0.011900010449496498,1518.2035521380255
