channel,rate,seed,query_count,matched_prefix_query_count,evidence_recall,feasible_rate,penalized_admissibility_upper_risk,infeasibility_risk_component,admissibility_conditional_risk_component,matched_prefix_wrong_scope_exposure_rate,returned_wrong_scope_rate,known_relevant_inadmissible_rate,joint_label_coverage,candidates_scored
namespace_false_allow,0.02,4,3767,2903,0.8549853998944448,0.7425377752839187,0.38936353670135865,0.2574622247160812,0.1319013119852773,0.03397997147970369,0.08852239029263889,0.0,0.22007160690780891,3322.667093890648
namespace_false_allow,0.02,5,3767,2890,0.8536345699313201,0.7389302916636213,0.39129139241140787,0.2610697083363786,0.1302216840750292,0.0324743273777813,0.08789526715595516,0.0,0.22062428827323477,3322.2866439115132
namespace_false_allow,0.02,6,3767,2897,0.8541332888721755,0.7408110988251881,0.3895024673959329,0.2591889011748119,0.1303135662211208,0.032232101821820264,0.0874573267193676,0.0,0.21974210448461068,3322.374175415475
namespace_false_allow,0.02,7,3767,2894,0.8534178638892618,0.7403487067166801,0.390121582795771,0.25965129328331993,0.13047028951245107,0.03251028328265855,0.08805037333226427,0.0,0.22009052133925677,3322.7050012023965
namespace_false_allow,0.02,8,3767,2899,0.854635276348505,0.7403174679891454,0.3907506729471718,0.25968253201085456,0.1310681409363173,0.03323309629033381,0.08753680865159469,0.0,0.22038259499918217,3322.07102478351
namespace_false_allow,0.02,9,3767,2901,0.8541507644095105,0.7406257293948174,0.38938676212455203,0.2593742706051826,0.13001249151936956,0.03156445231609162,0.08824257991809546,0.0,0.2212302505721057,3322.1524880172956
namespace_false_allow,0.05,0,3767,2780,0.838042469414956,0.7131550996927996,0.4279303295817609,0.28684490030720045,0.14108542927456016,0.05956891904694504,0.15308604442264864,0.0,0.22241597963166554,5980.474925027054
namespace_false_allow,0.05,1,3767,2791,0.8401652465535512,0.7180581063908542,0.424025670227907,0.2819418936091458,0.14208377661876084,0.059879069210420174,0.15292235349036717,0.0,0.22087442857765693,5979.561782835439
namespace_false_allow,0.05,2,3767,2783,0.8394987575659184,0.7160231685264515,0.42677143757748204,0.28397683147354846,0.1427946061039336,0.06167808146819961,0.15376409279198722,0.0,0.22068700534966473,5979.520621391338
namespace_false_allow,0.05,3,3767,2786,0.838795798369628,0.7164855606349596,0.42456514533349304,0.2835144393650404,0.14105070596845212,0.05878737601645052,0.15237581721689986,0.0,0.22168489251181692,5979.517522273803
namespace_false_allow,0.05,4,3767,2776,0.8378562996032912,0.7133404691231702,0.427397381706554,0.2866595308768298,0.14073785082972357,0.05890629005535665,0.15366790698167804,0.0,0.22287285714278454,5979.6408106272975
namespace_false_allow,0.05,5,3767,2784,0.8387406473738377,0.7153754069875728,0.42657567549453723,0.28462459301242715,0.14195108248210964,0.060082463058827446,0.1522657596433355,0.0,0.22103105104639298,5980.335162665359
namespace_false_allow,0.05,6,3767,2773,0.8393543863926158,0.7152837537398062,0.42509442531963115,0.2847162462601939,0.1403781790594369,0.05890355222761616,0.15272104641485446,0.0,0.22067082023339685,5978.984565121548
namespace_false_allow,0.05,7,3767,2772,0.8383248023961027,0.7143277307952556,0.4263916639563224,0.28567226920474453,0.14071939475157813,0.0592659778711814,0.1543520557440351,0.0,0.22185173264479408,5979.963803155936
namespace_false_allow,0.05,8,3767,2785,0.8398333008081948,0.7171333221738383,0.42556578156938357,0.2828666778261618,0.14269910374322153,0.06137662270022279,0.15325321287365576,0.0,0.21966810748482937,5977.84021331925
namespace_false_allow,0.05,9,3767,2780,0.8392275831443197,0.7163626686596583,0.4238610316466356,0.2836373313403418,0.14022370030629316,0.05797358540642212,0.15343417057052458,0.0,0.22137150314004056,5979.013007688264
namespace_false_allow,0.1,0,3767,2615,0.8202449472457504,0.6845159647580001,0.4639068968637424,0.31548403524199997,0.14842286162174143,0.08627203627695215,0.21996640657970007,0.0,0.2220042291078282,10408.953596343774
namespace_false_allow,0.1,1,3767,2625,0.8215124280924531,0.6844534873029308,0.46483221145439924,0.31554651269706924,0.14928569875732958,0.0867981601143333,0.22009006478794113,0.0,0.22215115041560468,10409.331402819267
namespace_false_allow,0.1,2,3767,2625,0.822737847873029,0.6876610562697895,0.46355330247461435,0.31233894373021054,0.15121435874440362,0.08958177635420406,0.22048220217704356,0.0,0.22057246427118413,10408.67278876962
namespace_false_allow,0.1,3,3767,2615,0.821376979580107,0.6837140725162854,0.46528341774053517,0.31628592748371465,0.1489974902568202,0.08709233211869927,0.2206987749703518,0.0,0.2220559080603203,10406.929889980738
namespace_false_allow,0.1,4,3767,2619,0.8212518057462714,0.6851324875693441,0.46331704202064644,0.3148675124306559,0.14844952958998955,0.0857380076706378,0.2201059582273367,0.0,0.22200557039525623,10408.159187840238
namespace_false_allow,0.1,5,3767,2620,0.8218331430053742,0.6860885105138947,0.46292386063528673,0.31391148948610526,0.14901237114918137,0.08650390268679109,0.2200108952429892,0.0,0.22104526251792084,10410.30155922509
namespace_false_allow,0.1,6,3767,2611,0.8206334060618432,0.6822956574632266,0.4652431679405423,0.31770434253677327,0.1475388254037681,0.08553974703415712,0.22031919790735777,0.0,0.22262907600214465,10408.108072440842
namespace_false_allow,0.1,7,3767,2628,0.8220034072853835,0.6889253406200121,0.46059694625027836,0.3110746593799879,0.14952228687028996,0.08667238748029302,0.22103954822905786,0.0,0.2205136066279799,10407.73607872631
