provider,model,fixture_calls,scored_requests,total_calls,max_attempts,input_tokens,output_tokens,mean_latency_ms,median_latency_ms,p95_latency_ms,fixture_cap_accounted_cost_usd,total_cap_accounted_cost_usd,checkpoint_sha256,response_bundle_sha256,score_manifest_sha256
Anthropic,claude-opus-5,1,384,385,1,250034,24121,3891.069821,3771.9932,5045.9534,0.004865,1.8580599999999987,69084f6644e2a30adf57fa0b469b557367bd2cf99447041e5fde257ba73db7c8,a79126c01c6af31bfd33a2b968e879f233e95717d16f2e9be71c6215920916a8,b400ac9e03a65eb130cf662f1b9b9a4da099850a087096dc5a4126358e614a5a
